datetime,solar,clear_sky_solar,wind50,cloud,temp,solar_ratio,solar_effective,solar_eff_norm,wind_norm,clear_ratio_norm,renewable_index
2025-03-06 08:00:00,333.35,364.9,9.52,18.95,-2.57,0.9135379556042753,270.180175,0.2781393059101017,0.5055762081784387,0.8594184084713207,0.46262619710284664
2025-03-06 09:00:00,491.4,534.4,9.08,20.46,-0.77,0.9195359281437125,390.85956,0.402373737180116,0.4822092405735529,0.865061050884014,0.5188618509389267
2025-03-06 10:00:00,608.75,658.65,8.6,21.87,0.87,0.9242389736582404,475.616375,0.48962736966906856,0.4567180031864047,0.8694854799581077,0.5557261817820772
2025-03-06 11:00:00,728.4,729.9,8.13,0.81,2.32,0.9979449239621866,722.49996,0.7437838005489346,0.4317578332448222,0.9388249640118201,0.6891842430502779
2025-03-06 12:00:00,717.7,730.3,7.89,9.17,3.44,0.9827468163768316,651.8869100000001,0.6710905886387887,0.41901221455124804,0.9245272182502421,0.6461544023348172
2025-03-06 13:00:00,666.15,674.72,7.86,6.26,4.12,0.9872984349063314,624.4490099999999,0.6428444063952883,0.4174190122145513,0.9288091911322597,0.6324097450884615
2025-03-06 14:00:00,559.88,563.25,7.91,2.27,4.35,0.994016866400355,547.170724,0.5632896099341405,0.4200743494423792,0.9351296112818506,0.5946930320561541
2025-03-06 15:00:00,373.48,402.05,7.77,25.67,4.12,0.9289391866683249,277.607684,0.28578561895990645,0.41263940520446096,0.873907244330154,0.4414660799073223
2025-03-06 16:00:00,186.25,211.73,6.91,46.31,2.81,0.8796580550701365,99.99762499999999,0.10294341548249655,0.36696760488582053,0.8275456110493938,0.32707111141687323
2025-03-06 17:00:00,28.02,35.42,6.33,70.24,-0.9,0.7910784867306606,8.338752000000003,0.008584399996914922,0.3361656930430165,0.7442136474693656,0.2539846374052355
2025-03-07 06:00:00,6.93,9.9,2.47,99.05,-1.18,0.7,0.06583500000000043,6.777440722507365e-05,0.13117365905469996,0.6585308056872038,0.1710921460574633
2025-03-07 07:00:00,73.45,124.8,2.49,98.71,-0.5,0.5885416666666667,0.9475050000000017,0.0009754171750253377,0.13223579394583115,0.553675454186414,0.1508935376085448
2025-03-07 08:00:00,168.2,294.75,2.49,96.92,0.07,0.5706530958439355,5.180559999999989,0.005333172067956627,0.13223579394583115,0.5368466328200057,0.1497066507817288
